image_path,label
/fssd1/user-data/dogoulis/stylegan3/0917.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1958.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0358.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0177.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0907.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0400.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1678.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0580.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1268.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0070.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0390.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0290.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0755.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0141.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0385.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0449.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0110.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0597.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0157.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1705.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0090.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0410.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1540.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1521.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1360.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0479.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1900.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1534.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0506.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1045.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0275.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0075.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0460.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0002.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0181.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0612.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0581.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0859.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0209.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0231.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0204.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0389.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1377.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0559.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0230.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1881.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0190.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1249.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1288.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1352.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1704.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1189.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0588.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0700.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0284.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0462.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1486.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1436.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1044.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0184.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0530.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0598.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0121.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0428.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0746.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1667.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0467.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0069.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0011.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0455.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1658.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0085.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1037.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1932.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0051.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0442.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0563.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1875.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0830.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1547.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0494.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0084.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1123.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1218.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0193.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1040.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0032.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0122.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0374.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0256.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0695.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0235.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1550.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1837.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1241.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0473.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0169.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0099.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1587.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1677.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0713.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0078.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1163.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0372.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1270.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0269.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1456.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0222.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1600.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0486.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0311.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1214.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1349.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0307.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0497.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1195.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1928.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1237.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0784.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0109.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1874.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1615.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0395.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1774.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0596.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0012.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1710.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0243.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0924.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1438.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0037.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0431.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0571.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0094.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1424.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0780.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0860.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1169.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1263.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0744.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0918.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0301.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1072.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1388.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1425.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0048.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0226.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0699.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0161.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0332.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1847.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0827.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0762.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1336.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0154.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1242.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0278.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0020.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0728.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0296.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1335.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1622.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0958.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0709.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1085.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0999.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1605.png,1.0
/fssd1/user-data/dogoulis/stylegan3/1661.png,1.0
/fssd1/user-data/dogoulis/stylegan3/0541.png,1.0
