Unnamed: 0,image_path,label
13268,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/20962.png,1
12050,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/28233.png,1
14239,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/23230.png,1
2887,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/174090.jpg,0
14653,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/046968.jpg,0
18680,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/065536.jpg,0
14320,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/176036.jpg,0
9672,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/24750.png,1
3113,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/174.png,1
2541,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/074319.jpg,0
7873,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/080878.jpg,0
14806,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/3554.png,1
19688,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/011407.jpg,0
17331,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/147449.jpg,0
23819,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/054284.jpg,0
15806,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/202501.jpg,0
5856,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/11805.png,1
3657,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/18898.png,1
7528,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/090821.jpg,0
20578,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/089759.jpg,0
3527,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/20524.png,1
19402,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/110908.jpg,0
455,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/23313.png,1
20118,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/198406.jpg,0
8119,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/9231.png,1
9368,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/16714.png,1
11890,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/079010.jpg,0
958,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/3600.png,1
6801,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/042436.jpg,0
12673,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/25729.png,1
13403,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/14647.png,1
794,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/138084.jpg,0
14560,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/145112.jpg,0
14123,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/19881.png,1
14825,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/9499.png,1
13052,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/13224.png,1
2413,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/21337.png,1
1831,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/11257.png,1
5965,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/20989.png,1
5871,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/23935.png,1
21835,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/052401.jpg,0
5340,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/7335.png,1
9073,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/178092.jpg,0
19000,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/096110.jpg,0
17540,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/193487.jpg,0
22835,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/115694.jpg,0
10703,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/035973.jpg,0
10240,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/153111.jpg,0
6871,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/3444.png,1
12918,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/133153.jpg,0
14718,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/082182.jpg,0
1723,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/7178.png,1
13117,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/13331.png,1
14238,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/054242.jpg,0
4,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/8796.png,1
1212,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/195068.jpg,0
24265,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/001578.jpg,0
10328,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/5028.png,1
9856,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/29367.png,1
7437,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/029936.jpg,0
6300,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/26220.png,1
7157,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/128133.jpg,0
1917,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/26484.png,1
8131,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/064092.jpg,0
14826,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/17731.png,1
8079,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/119213.jpg,0
14441,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/4665.png,1
296,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/26504.png,1
12539,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/048137.jpg,0
3138,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/18136.png,1
24815,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/162668.jpg,0
4523,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/51.png,1
4977,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/172297.jpg,0
939,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/18291.png,1
11948,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/175841.jpg,0
8222,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/21726.png,1
24049,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/107310.jpg,0
8281,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/162433.jpg,0
4885,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/171158.jpg,0
3313,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/13971.png,1
24391,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/117720.jpg,0
5201,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/11463.png,1
4593,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/10674.png,1
12248,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/184941.jpg,0
11267,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/7204.png,1
11784,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/178434.jpg,0
5042,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/16369.png,1
22430,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/127174.jpg,0
7491,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/5944.png,1
6778,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/016252.jpg,0
11202,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/188769.jpg,0
5651,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/000001.jpg,0
6860,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/29396.png,1
10201,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/27275.png,1
12651,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/1786.png,1
1403,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/1158.png,1
1552,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/17099.png,1
7945,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/21030.png,1
13483,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/015781.jpg,0
13522,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/054935.jpg,0
15032,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/163523.jpg,0
3123,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/6035.png,1
23011,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/077708.jpg,0
13106,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/180632.jpg,0
20509,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/095105.jpg,0
19760,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/015169.jpg,0
406,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/011009.jpg,0
22868,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/037390.jpg,0
730,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/21500.png,1
537,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/21507.png,1
5771,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/162716.jpg,0
5622,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/156792.jpg,0
7067,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/16953.png,1
11930,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/16956.png,1
14823,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/141885.jpg,0
1898,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/4794.png,1
14341,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/112340.jpg,0
5368,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/313.png,1
13363,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/26844.png,1
8168,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/210.png,1
6113,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/5637.png,1
3094,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/124584.jpg,0
3683,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/090470.jpg,0
9649,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/8233.png,1
23666,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/003222.jpg,0
8086,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/000177.jpg,0
10456,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/22380.png,1
6969,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/10254.png,1
22347,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/036243.jpg,0
12484,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/16374.png,1
1903,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/072954.jpg,0
11062,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/25344.png,1
6226,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/013020.jpg,0
21996,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/145476.jpg,0
4960,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/6052.png,1
8166,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/6982.png,1
15913,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/161497.jpg,0
21997,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/012446.jpg,0
10123,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/27714.png,1
7443,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/117335.jpg,0
6577,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/175981.jpg,0
21115,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/062441.jpg,0
20868,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/012877.jpg,0
4186,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/95.png,1
7863,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/021900.jpg,0
14554,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/22433.png,1
14337,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/038577.jpg,0
1389,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/115095.jpg,0
9060,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/16395.png,1
22454,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/037533.jpg,0
4612,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/28534.png,1
10736,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/7070.png,1
14533,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/099147.jpg,0
14280,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/23394.png,1
9258,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/19030.png,1
894,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/3912.png,1
11332,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/191998.jpg,0
272,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/175090.jpg,0
14290,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/19281.png,1
14982,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/085543.jpg,0
17142,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/099806.jpg,0
20474,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/146137.jpg,0
42,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/4378.png,1
38,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/5624.png,1
15821,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/104195.jpg,0
9339,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/12444.png,1
12050,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/044339.jpg,0
11463,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/13725.png,1
16113,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/161954.jpg,0
13269,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/004058.jpg,0
11598,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/19571.png,1
8180,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/012859.jpg,0
9975,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/050977.jpg,0
9602,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/5961.png,1
11728,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/18929.png,1
5797,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/182071.jpg,0
4604,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/6848.png,1
9766,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/5975.png,1
6489,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/26222.png,1
3022,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/11294.png,1
12960,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/158631.jpg,0
8789,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/2698.png,1
2337,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/153680.jpg,0
16890,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/119356.jpg,0
4618,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/087997.jpg,0
4836,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/10247.png,1
24985,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/016367.jpg,0
16247,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/119274.jpg,0
718,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/087693.jpg,0
4253,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/056130.jpg,0
9133,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/27606.png,1
15814,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/179801.jpg,0
4739,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/957.png,1
2967,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/185853.jpg,0
4820,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/158695.jpg,0
5484,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/017438.jpg,0
4221,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/075338.jpg,0
7822,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/095475.jpg,0
24347,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/193066.jpg,0
2907,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/7090.png,1
19994,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/092554.jpg,0
10039,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/29372.png,1
14898,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/193320.jpg,0
14201,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/025726.jpg,0
13818,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/9223.png,1
6867,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/023180.jpg,0
11175,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/968.png,1
3075,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/4328.png,1
5614,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/155116.jpg,0
68,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/4055.png,1
141,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/030601.jpg,0
14391,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/12252.png,1
13073,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/14681.png,1
5653,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/14029.png,1
477,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/24854.png,1
7540,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/080804.jpg,0
6631,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/24150.png,1
14178,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/8531.png,1
9172,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/9035.png,1
20080,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/013427.jpg,0
8576,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/12117.png,1
7452,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/6417.png,1
9628,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/040378.jpg,0
11273,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/110.png,1
6953,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/18137.png,1
7200,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/27244.png,1
4288,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/11601.png,1
2372,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/21053.png,1
11363,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/130506.jpg,0
17355,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/103078.jpg,0
7886,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/987.png,1
354,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/036842.jpg,0
15449,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/153579.jpg,0
4869,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/005141.jpg,0
12860,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/11858.png,1
11269,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/27676.png,1
1508,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/17772.png,1
7028,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/21437.png,1
14524,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/16518.png,1
14544,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/14281.png,1
12010,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/096076.jpg,0
809,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/19946.png,1
21072,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/031497.jpg,0
18135,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/000777.jpg,0
6014,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/3148.png,1
5922,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/19023.png,1
9114,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/16139.png,1
13528,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/20470.png,1
7982,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/195053.jpg,0
14142,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/19862.png,1
15143,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/067257.jpg,0
23920,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/025942.jpg,0
4195,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/17071.png,1
15430,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/185645.jpg,0
2261,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/20919.png,1
5870,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/081753.jpg,0
13217,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/28501.png,1
11181,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/17585.png,1
10381,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/079930.jpg,0
790,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/15379.png,1
6190,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/7083.png,1
12152,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/18239.png,1
5706,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/4731.png,1
1564,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/128865.jpg,0
12152,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/040443.jpg,0
13521,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/20101.png,1
13372,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/090792.jpg,0
11742,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/112628.jpg,0
19280,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/101314.jpg,0
9435,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/108185.jpg,0
14025,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/27341.png,1
5037,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/14746.png,1
16078,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/158156.jpg,0
928,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/202490.jpg,0
6435,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/18885.png,1
12295,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/062811.jpg,0
2010,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/1016.png,1
1620,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/13226.png,1
3619,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/155037.jpg,0
14810,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/116837.jpg,0
10623,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/026190.jpg,0
2957,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/131641.jpg,0
24433,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/081773.jpg,0
1540,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/17962.png,1
14377,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/100826.jpg,0
12760,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/5565.png,1
1065,/home/dogoulis/WORKSPACE/data/OTHERS/stylegan2/2766.png,1
13301,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/074719.jpg,0
6436,/home/dogoulis/WORKSPACE/data/OTHERS/celeba/195963.jpg,0
